Aikajakso 01.01.2016 - 31.12.2016,Sähkönkulutus mitattu kWh,Päiväsähkönkulutus (klo 07-22) mitattu kWh,Yösähkönkulutus (klo 22-07) mitattu kWh,Lämpötila °C,"Pörssisähkön hinta, sis. alv snt/kWh",
la 01.10.2016 18:00 - 19:00,1.489,1.489,0.000,10.90,4.38,
la 01.10.2016 19:00 - 20:00,2.328,2.328,0.000,9.70,5.49,
la 01.10.2016 20:00 - 21:00,1.322,1.322,0.000,9.10,5.50,
la 01.10.2016 21:00 - 22:00,0.826,0.826,0.000,10.40,3.92,
la 01.10.2016 22:00 - 23:00,3.644,0.000,3.644,10.30,3.92,
la 01.10.2016 23:00 - 00:00,2.472,0.000,2.472,9.90,3.72,
su 02.10.2016 00:00 - 01:00,3.712,0.000,3.712,9.20,3.41,
su 02.10.2016 01:00 - 02:00,2.577,0.000,2.577,8.40,3.35,
su 02.10.2016 02:00 - 03:00,1.390,0.000,1.390,8.40,3.19,
su 02.10.2016 03:00 - 04:00,0.717,0.000,0.717,8.10,3.15,
su 02.10.2016 04:00 - 05:00,0.699,0.000,0.699,7.90,3.08,
su 02.10.2016 05:00 - 06:00,0.779,0.000,0.779,7.30,3.09,
su 02.10.2016 06:00 - 07:00,0.741,0.000,0.741,5.50,3.10,
su 02.10.2016 07:00 - 08:00,1.192,1.192,0.000,4.20,3.15,
su 02.10.2016 08:00 - 09:00,0.765,0.765,0.000,3.50,3.24,
su 02.10.2016 09:00 - 10:00,1.615,1.615,0.000,5.10,3.58,
su 02.10.2016 10:00 - 11:00,1.767,1.767,0.000,6.60,3.82,
su 02.10.2016 11:00 - 12:00,0.663,0.663,0.000,8.70,4.04,
su 02.10.2016 12:00 - 13:00,0.785,0.785,0.000,9.30,3.96,
su 02.10.2016 13:00 - 14:00,0.700,0.700,0.000,10.10,3.92,
su 02.10.2016 14:00 - 15:00,0.677,0.677,0.000,9.70,3.74,
su 02.10.2016 15:00 - 16:00,0.625,0.625,0.000,9.90,3.39,
su 02.10.2016 16:00 - 17:00,1.507,1.507,0.000,9.70,3.58,
su 02.10.2016 17:00 - 18:00,2.141,2.141,0.000,8.90,3.48,
su 02.10.2016 18:00 - 19:00,1.249,1.249,0.000,8.50,3.98,
su 02.10.2016 19:00 - 20:00,0.832,0.832,0.000,6.20,5.49,
su 02.10.2016 20:00 - 21:00,0.897,0.897,0.000,4.80,5.50,
su 02.10.2016 21:00 - 22:00,0.946,0.946,0.000,4.30,5.49,
su 02.10.2016 22:00 - 23:00,2.388,0.000,2.388,4.20,3.60,
su 02.10.2016 23:00 - 00:00,3.708,0.000,3.708,4.30,3.56,
ma 03.10.2016 00:00 - 01:00,3.397,0.000,3.397,3.60,3.20,
ma 03.10.2016 01:00 - 02:00,2.557,0.000,2.557,1.10,3.21,
ma 03.10.2016 02:00 - 03:00,1.443,0.000,1.443,0.90,3.16,
ma 03.10.2016 03:00 - 04:00,1.552,0.000,1.552,0.20,3.11,
ma 03.10.2016 04:00 - 05:00,0.487,0.000,0.487,1.00,3.04,
ma 03.10.2016 05:00 - 06:00,0.544,0.000,0.544,0.70,3.06,
ma 03.10.2016 06:00 - 07:00,0.993,0.000,0.993,4.80,3.83,
ma 03.10.2016 07:00 - 08:00,1.587,1.587,0.000,6.70,5.50,
ma 03.10.2016 08:00 - 09:00,0.776,0.776,0.000,6.10,5.50,
ma 03.10.2016 09:00 - 10:00,1.450,1.450,0.000,5.60,6.83,
ma 03.10.2016 10:00 - 11:00,1.578,1.578,0.000,5.50,8.57,
ma 03.10.2016 11:00 - 12:00,0.704,0.704,0.000,6.30,6.95,
ma 03.10.2016 12:00 - 13:00,0.688,0.688,0.000,6.40,7.07,
ma 03.10.2016 13:00 - 14:00,0.707,0.707,0.000,6.70,6.95,
ma 03.10.2016 14:00 - 15:00,0.567,0.567,0.000,7.10,6.83,
ma 03.10.2016 15:00 - 16:00,0.542,0.542,0.000,7.40,6.19,
ma 03.10.2016 16:00 - 17:00,0.861,0.861,0.000,7.50,5.50,
ma 03.10.2016 17:00 - 18:00,1.473,1.473,0.000,7.60,5.20,
ma 03.10.2016 18:00 - 19:00,2.872,2.872,0.000,7.60,4.97,
ma 03.10.2016 19:00 - 20:00,1.532,1.532,0.000,7.90,5.50,
ma 03.10.2016 20:00 - 21:00,0.639,0.639,0.000,7.70,5.95,
ma 03.10.2016 21:00 - 22:00,0.460,0.460,0.000,7.30,3.99,
ma 03.10.2016 22:00 - 23:00,2.585,0.000,2.585,6.70,3.58,
ma 03.10.2016 23:00 - 00:00,3.106,0.000,3.106,5.80,3.46,
ti 04.10.2016 00:00 - 01:00,1.853,0.000,1.853,4.90,3.14,
ti 04.10.2016 01:00 - 02:00,1.534,0.000,1.534,4.00,3.18,
ti 04.10.2016 02:00 - 03:00,0.914,0.000,0.914,3.30,3.13,
ti 04.10.2016 03:00 - 04:00,0.494,0.000,0.494,3.20,2.98,
ti 04.10.2016 04:00 - 05:00,0.984,0.000,0.984,2.90,2.91,
ti 04.10.2016 05:00 - 06:00,1.004,0.000,1.004,2.80,2.98,
ti 04.10.2016 06:00 - 07:00,1.109,0.000,1.109,2.30,3.31,
ti 04.10.2016 07:00 - 08:00,2.572,2.572,0.000,2.50,4.64,
ti 04.10.2016 08:00 - 09:00,1.439,1.439,0.000,1.60,5.58,
ti 04.10.2016 09:00 - 10:00,0.963,0.963,0.000,1.90,6.81,
ti 04.10.2016 10:00 - 11:00,0.827,0.827,0.000,2.60,6.83,
ti 04.10.2016 11:00 - 12:00,0.720,0.720,0.000,3.90,6.06,
ti 04.10.2016 12:00 - 13:00,0.759,0.759,0.000,5.20,5.59,
ti 04.10.2016 13:00 - 14:00,1.184,1.184,0.000,6.10,5.58,
ti 04.10.2016 14:00 - 15:00,1.549,1.549,0.000,6.90,5.58,
ti 04.10.2016 15:00 - 16:00,0.829,0.829,0.000,7.30,4.97,
ti 04.10.2016 16:00 - 17:00,1.121,1.121,0.000,7.60,4.65,
ti 04.10.2016 17:00 - 18:00,0.846,0.846,0.000,7.60,4.39,
ti 04.10.2016 18:00 - 19:00,1.008,1.008,0.000,7.80,5.34,
ti 04.10.2016 19:00 - 20:00,1.167,1.167,0.000,7.40,6.95,
ti 04.10.2016 20:00 - 21:00,1.163,1.163,0.000,5.60,6.83,
ti 04.10.2016 21:00 - 22:00,1.627,1.627,0.000,5.00,3.93,
ti 04.10.2016 22:00 - 23:00,1.319,0.000,1.319,4.30,3.68,
ti 04.10.2016 23:00 - 00:00,4.126,0.000,4.126,3.90,3.52,
ke 05.10.2016 00:00 - 01:00,1.864,0.000,1.864,2.80,3.20,
ke 05.10.2016 01:00 - 02:00,1.072,0.000,1.072,3.30,3.13,
ke 05.10.2016 02:00 - 03:00,0.809,0.000,0.809,3.00,3.01,
ke 05.10.2016 03:00 - 04:00,1.852,0.000,1.852,1.60,2.88,
ke 05.10.2016 04:00 - 05:00,2.129,0.000,2.129,1.20,2.85,
ke 05.10.2016 05:00 - 06:00,1.449,0.000,1.449,1.20,3.06,
ke 05.10.2016 06:00 - 07:00,1.151,0.000,1.151,1.20,3.27,
ke 05.10.2016 07:00 - 08:00,1.943,1.943,0.000,0.90,5.12,
ke 05.10.2016 08:00 - 09:00,1.266,1.266,0.000,0.80,5.57,
ke 05.10.2016 09:00 - 10:00,1.211,1.211,0.000,1.30,5.62,
ke 05.10.2016 10:00 - 11:00,1.863,1.863,0.000,2.70,5.57,
ke 05.10.2016 11:00 - 12:00,1.371,1.371,0.000,4.00,5.21,
ke 05.10.2016 12:00 - 13:00,0.668,0.668,0.000,5.90,5.20,
ke 05.10.2016 13:00 - 14:00,0.637,0.637,0.000,7.10,4.97,
ke 05.10.2016 14:00 - 15:00,0.628,0.628,0.000,7.80,4.61,
ke 05.10.2016 15:00 - 16:00,0.708,0.708,0.000,8.10,4.61,
ke 05.10.2016 16:00 - 17:00,0.979,0.979,0.000,8.40,4.37,
ke 05.10.2016 17:00 - 18:00,1.820,1.820,0.000,8.10,4.25,
ke 05.10.2016 18:00 - 19:00,2.140,2.140,0.000,7.80,4.34,
ke 05.10.2016 19:00 - 20:00,1.034,1.034,0.000,7.20,5.62,
ke 05.10.2016 20:00 - 21:00,1.566,1.566,0.000,6.60,5.80,
ke 05.10.2016 21:00 - 22:00,0.821,0.821,0.000,5.90,4.14,
ke 05.10.2016 22:00 - 23:00,1.016,0.000,1.016,4.70,3.70,
ke 05.10.2016 23:00 - 00:00,4.006,0.000,4.006,4.60,3.46,
to 06.10.2016 00:00 - 01:00,3.858,0.000,3.858,4.50,3.19,
to 06.10.2016 01:00 - 02:00,2.483,0.000,2.483,3.80,3.22,
to 06.10.2016 02:00 - 03:00,1.621,0.000,1.621,3.80,3.13,
to 06.10.2016 03:00 - 04:00,1.161,0.000,1.161,-2.00,3.12,
to 06.10.2016 04:00 - 05:00,0.688,0.000,0.688,-1.50,3.12,
to 06.10.2016 05:00 - 06:00,0.927,0.000,0.927,-1.80,3.23,
to 06.10.2016 06:00 - 07:00,1.066,0.000,1.066,-1.40,4.77,
to 06.10.2016 07:00 - 08:00,0.953,0.953,0.000,-1.30,5.64,
to 06.10.2016 08:00 - 09:00,1.169,1.169,0.000,-1.30,5.65,
to 06.10.2016 09:00 - 10:00,1.771,1.771,0.000,-0.60,6.20,
to 06.10.2016 10:00 - 11:00,1.423,1.423,0.000,0.30,5.65,
to 06.10.2016 11:00 - 12:00,0.806,0.806,0.000,1.40,6.19,
to 06.10.2016 12:00 - 13:00,0.659,0.659,0.000,2.90,5.65,
to 06.10.2016 13:00 - 14:00,0.858,0.858,0.000,4.10,5.65,
to 06.10.2016 14:00 - 15:00,0.883,0.883,0.000,5.40,5.65,
to 06.10.2016 15:00 - 16:00,1.102,1.102,0.000,7.30,5.60,
to 06.10.2016 16:00 - 17:00,1.580,1.580,0.000,7.80,5.31,
to 06.10.2016 17:00 - 18:00,1.294,1.294,0.000,7.40,5.31,
to 06.10.2016 18:00 - 19:00,1.482,1.482,0.000,6.10,5.57,
to 06.10.2016 19:00 - 20:00,1.253,1.253,0.000,5.10,6.33,
to 06.10.2016 20:00 - 21:00,0.808,0.808,0.000,3.30,6.81,
to 06.10.2016 21:00 - 22:00,0.637,0.637,0.000,3.10,4.13,
to 06.10.2016 22:00 - 23:00,3.476,0.000,3.476,2.20,4.00,
to 06.10.2016 23:00 - 00:00,2.962,0.000,2.962,2.40,3.80,
pe 07.10.2016 00:00 - 01:00,1.323,0.000,1.323,1.30,3.44,
pe 07.10.2016 01:00 - 02:00,0.817,0.000,0.817,1.20,3.44,
pe 07.10.2016 02:00 - 03:00,0.882,0.000,0.882,1.10,3.34,
pe 07.10.2016 03:00 - 04:00,0.760,0.000,0.760,2.60,3.35,
pe 07.10.2016 04:00 - 05:00,1.191,0.000,1.191,2.00,3.36,
pe 07.10.2016 05:00 - 06:00,1.866,0.000,1.866,3.30,3.50,
pe 07.10.2016 06:00 - 07:00,1.717,0.000,1.717,3.80,3.87,
pe 07.10.2016 07:00 - 08:00,1.139,1.139,0.000,4.10,5.59,
pe 07.10.2016 08:00 - 09:00,0.936,0.936,0.000,3.90,5.57,
pe 07.10.2016 09:00 - 10:00,0.796,0.796,0.000,3.90,7.28,
pe 07.10.2016 10:00 - 11:00,0.678,0.678,0.000,4.50,6.95,
pe 07.10.2016 11:00 - 12:00,1.148,1.148,0.000,6.00,6.82,
pe 07.10.2016 12:00 - 13:00,1.616,1.616,0.000,7.40,7.68,
pe 07.10.2016 13:00 - 14:00,1.056,1.056,0.000,7.90,6.95,
pe 07.10.2016 14:00 - 15:00,0.574,0.574,0.000,7.80,5.21,
pe 07.10.2016 15:00 - 16:00,0.571,0.571,0.000,7.70,4.62,
pe 07.10.2016 16:00 - 17:00,1.408,1.408,0.000,7.50,4.36,
pe 07.10.2016 17:00 - 18:00,0.959,0.959,0.000,7.00,4.31,
pe 07.10.2016 18:00 - 19:00,1.232,1.232,0.000,6.50,4.38,
pe 07.10.2016 19:00 - 20:00,1.442,1.442,0.000,6.10,5.60,
pe 07.10.2016 20:00 - 21:00,1.183,1.183,0.000,5.80,4.96,
pe 07.10.2016 21:00 - 22:00,0.434,0.434,0.000,5.80,4.01,
pe 07.10.2016 22:00 - 23:00,1.117,0.000,1.117,5.70,3.79,
pe 07.10.2016 23:00 - 00:00,3.562,0.000,3.562,5.40,3.70,
la 08.10.2016 00:00 - 01:00,3.559,0.000,3.559,5.40,3.48,
la 08.10.2016 01:00 - 02:00,2.223,0.000,2.223,5.30,3.49,
la 08.10.2016 02:00 - 03:00,1.068,0.000,1.068,5.20,3.47,
la 08.10.2016 03:00 - 04:00,0.308,0.000,0.308,5.10,3.45,
la 08.10.2016 04:00 - 05:00,0.405,0.000,0.405,4.90,3.44,
la 08.10.2016 05:00 - 06:00,0.379,0.000,0.379,4.50,3.45,
la 08.10.2016 06:00 - 07:00,0.720,0.000,0.720,4.30,3.50,
la 08.10.2016 07:00 - 08:00,1.504,1.504,0.000,4.10,3.74,
la 08.10.2016 08:00 - 09:00,1.467,1.467,0.000,3.90,3.90,
la 08.10.2016 09:00 - 10:00,0.618,0.618,0.000,4.00,4.15,
la 08.10.2016 10:00 - 11:00,0.670,0.670,0.000,4.10,4.35,
la 08.10.2016 11:00 - 12:00,2.692,2.692,0.000,4.50,4.33,
la 08.10.2016 12:00 - 13:00,2.073,2.073,0.000,4.80,4.30,
la 08.10.2016 13:00 - 14:00,2.022,2.022,0.000,5.70,4.12,
la 08.10.2016 14:00 - 15:00,1.521,1.521,0.000,6.20,4.03,
la 08.10.2016 15:00 - 16:00,0.877,0.877,0.000,6.50,4.05,
la 08.10.2016 16:00 - 17:00,0.823,0.823,0.000,7.00,4.02,
la 08.10.2016 17:00 - 18:00,1.649,1.649,0.000,7.00,4.10,
la 08.10.2016 18:00 - 19:00,1.170,1.170,0.000,5.00,4.27,
la 08.10.2016 19:00 - 20:00,1.674,1.674,0.000,1.60,4.65,
la 08.10.2016 20:00 - 21:00,2.030,2.030,0.000,0.00,4.62,
la 08.10.2016 21:00 - 22:00,1.150,1.150,0.000,-1.30,4.18,
la 08.10.2016 22:00 - 23:00,1.524,0.000,1.524,-0.20,4.01,
la 08.10.2016 23:00 - 00:00,3.723,0.000,3.723,0.10,3.93,
su 09.10.2016 00:00 - 01:00,4.030,0.000,4.030,-0.40,3.79,
su 09.10.2016 01:00 - 02:00,4.023,0.000,4.023,-1.00,3.56,
su 09.10.2016 02:00 - 03:00,3.619,0.000,3.619,-0.50,3.53,
su 09.10.2016 03:00 - 04:00,1.550,0.000,1.550,-1.70,3.51,
su 09.10.2016 04:00 - 05:00,1.607,0.000,1.607,-0.50,3.48,
su 09.10.2016 05:00 - 06:00,1.106,0.000,1.106,0.50,3.48,
su 09.10.2016 06:00 - 07:00,0.864,0.000,0.864,0.70,3.48,
su 09.10.2016 07:00 - 08:00,0.837,0.837,0.000,0.90,3.51,
su 09.10.2016 08:00 - 09:00,1.135,1.135,0.000,1.50,3.61,
su 09.10.2016 09:00 - 10:00,1.001,1.001,0.000,2.30,3.95,
su 09.10.2016 10:00 - 11:00,1.247,1.247,0.000,3.40,4.17,
su 09.10.2016 11:00 - 12:00,1.719,1.719,0.000,5.10,4.18,
su 09.10.2016 12:00 - 13:00,1.372,1.372,0.000,6.70,4.23,
su 09.10.2016 13:00 - 14:00,1.007,1.007,0.000,7.70,4.07,
su 09.10.2016 14:00 - 15:00,0.917,0.917,0.000,8.00,3.82,
su 09.10.2016 15:00 - 16:00,1.264,1.264,0.000,8.20,3.77,
su 09.10.2016 16:00 - 17:00,1.616,1.616,0.000,8.00,3.73,
su 09.10.2016 17:00 - 18:00,2.387,2.387,0.000,7.80,3.80,
su 09.10.2016 18:00 - 19:00,2.841,2.841,0.000,7.50,4.09,
su 09.10.2016 19:00 - 20:00,1.737,1.737,0.000,7.00,4.76,
su 09.10.2016 20:00 - 21:00,1.726,1.726,0.000,6.10,4.82,
su 09.10.2016 21:00 - 22:00,1.265,1.265,0.000,5.30,4.45,
su 09.10.2016 22:00 - 23:00,2.578,0.000,2.578,4.70,4.30,
su 09.10.2016 23:00 - 00:00,5.473,0.000,5.473,4.00,4.06,
ma 10.10.2016 00:00 - 01:00,4.130,0.000,4.130,2.70,3.88,
ma 10.10.2016 01:00 - 02:00,4.180,0.000,4.180,2.60,3.67,
ma 10.10.2016 02:00 - 03:00,4.267,0.000,4.267,2.10,3.84,
ma 10.10.2016 03:00 - 04:00,2.855,0.000,2.855,2.70,3.76,
ma 10.10.2016 04:00 - 05:00,1.464,0.000,1.464,2.70,3.71,
ma 10.10.2016 05:00 - 06:00,3.119,0.000,3.119,1.90,3.65,
ma 10.10.2016 06:00 - 07:00,3.011,0.000,3.011,1.20,3.88,
ma 10.10.2016 07:00 - 08:00,1.622,1.622,0.000,2.90,5.50,
ma 10.10.2016 08:00 - 09:00,1.135,1.135,0.000,3.10,8.38,
ma 10.10.2016 09:00 - 10:00,1.126,1.126,0.000,4.00,9.30,
ma 10.10.2016 10:00 - 11:00,1.066,1.066,0.000,4.30,8.70,
ma 10.10.2016 11:00 - 12:00,1.738,1.738,0.000,4.70,7.46,
ma 10.10.2016 12:00 - 13:00,1.752,1.752,0.000,5.50,6.90,
ma 10.10.2016 13:00 - 14:00,0.872,0.872,0.000,6.20,6.45,
ma 10.10.2016 14:00 - 15:00,0.745,0.745,0.000,6.30,6.60,
ma 10.10.2016 15:00 - 16:00,0.779,0.779,0.000,6.30,6.53,
ma 10.10.2016 16:00 - 17:00,0.812,0.812,0.000,6.30,6.28,
ma 10.10.2016 17:00 - 18:00,1.279,1.279,0.000,6.40,5.76,
ma 10.10.2016 18:00 - 19:00,1.763,1.763,0.000,6.50,6.93,
ma 10.10.2016 19:00 - 20:00,1.509,1.509,0.000,6.50,8.67,
ma 10.10.2016 20:00 - 21:00,0.987,0.987,0.000,6.20,9.92,
ma 10.10.2016 21:00 - 22:00,1.051,1.051,0.000,6.40,5.59,
ma 10.10.2016 22:00 - 23:00,3.693,0.000,3.693,6.10,4.59,
ma 10.10.2016 23:00 - 00:00,2.386,0.000,2.386,6.20,4.12,
ti 11.10.2016 00:00 - 01:00,1.743,0.000,1.743,6.30,3.79,
ti 11.10.2016 01:00 - 02:00,1.602,0.000,1.602,6.30,3.91,
ti 11.10.2016 02:00 - 03:00,0.773,0.000,0.773,6.20,3.75,
ti 11.10.2016 03:00 - 04:00,0.846,0.000,0.846,6.20,3.61,
ti 11.10.2016 04:00 - 05:00,0.813,0.000,0.813,6.20,3.62,
ti 11.10.2016 05:00 - 06:00,0.765,0.000,0.765,6.20,3.74,
ti 11.10.2016 06:00 - 07:00,1.428,0.000,1.428,6.10,4.05,
ti 11.10.2016 07:00 - 08:00,1.873,1.873,0.000,6.10,4.58,
ti 11.10.2016 08:00 - 09:00,1.305,1.305,0.000,6.00,5.20,
ti 11.10.2016 09:00 - 10:00,1.065,1.065,0.000,6.00,5.86,
ti 11.10.2016 10:00 - 11:00,1.021,1.021,0.000,6.10,5.31,
ti 11.10.2016 11:00 - 12:00,1.066,1.066,0.000,6.10,5.08,
ti 11.10.2016 12:00 - 13:00,1.129,1.129,0.000,6.00,4.93,
ti 11.10.2016 13:00 - 14:00,2.034,2.034,0.000,6.30,4.89,
ti 11.10.2016 14:00 - 15:00,1.767,1.767,0.000,6.60,4.82,
ti 11.10.2016 15:00 - 16:00,0.898,0.898,0.000,6.70,4.70,
ti 11.10.2016 16:00 - 17:00,1.322,1.322,0.000,6.20,4.67,
ti 11.10.2016 17:00 - 18:00,1.260,1.260,0.000,6.30,4.65,
ti 11.10.2016 18:00 - 19:00,1.639,1.639,0.000,6.10,4.68,
ti 11.10.2016 19:00 - 20:00,1.615,1.615,0.000,6.40,5.09,
ti 11.10.2016 20:00 - 21:00,2.556,2.556,0.000,6.50,5.11,
ti 11.10.2016 21:00 - 22:00,2.333,2.333,0.000,6.40,4.51,
ti 11.10.2016 22:00 - 23:00,3.869,0.000,3.869,6.40,4.35,
ti 11.10.2016 23:00 - 00:00,3.935,0.000,3.935,6.20,4.04,
ke 12.10.2016 00:00 - 01:00,3.994,0.000,3.994,6.10,3.77,
ke 12.10.2016 01:00 - 02:00,1.666,0.000,1.666,6.20,3.82,
ke 12.10.2016 02:00 - 03:00,1.207,0.000,1.207,6.20,3.66,
ke 12.10.2016 03:00 - 04:00,1.848,0.000,1.848,6.10,3.57,
ke 12.10.2016 04:00 - 05:00,1.318,0.000,1.318,5.90,3.56,
ke 12.10.2016 05:00 - 06:00,0.841,0.000,0.841,5.80,3.78,
ke 12.10.2016 06:00 - 07:00,1.322,0.000,1.322,5.90,4.08,
ke 12.10.2016 07:00 - 08:00,1.044,1.044,0.000,5.30,4.61,
ke 12.10.2016 08:00 - 09:00,0.810,0.810,0.000,4.90,5.90,
ke 12.10.2016 09:00 - 10:00,1.304,1.304,0.000,4.20,5.97,
ke 12.10.2016 10:00 - 11:00,1.753,1.753,0.000,4.00,5.84,
ke 12.10.2016 11:00 - 12:00,1.008,1.008,0.000,3.60,5.58,
ke 12.10.2016 12:00 - 13:00,0.818,0.818,0.000,3.80,5.71,
ke 12.10.2016 13:00 - 14:00,0.761,0.761,0.000,3.70,5.44,
ke 12.10.2016 14:00 - 15:00,0.739,0.739,0.000,3.70,5.51,
ke 12.10.2016 15:00 - 16:00,0.949,0.949,0.000,3.80,5.35,
ke 12.10.2016 16:00 - 17:00,2.766,2.766,0.000,3.60,4.89,
ke 12.10.2016 17:00 - 18:00,1.582,1.582,0.000,4.20,4.79,
ke 12.10.2016 18:00 - 19:00,2.282,2.282,0.000,4.50,5.44,
ke 12.10.2016 19:00 - 20:00,1.506,1.506,0.000,5.00,5.96,
ke 12.10.2016 20:00 - 21:00,1.768,1.768,0.000,5.00,6.08,
ke 12.10.2016 21:00 - 22:00,0.946,0.946,0.000,5.20,4.86,
ke 12.10.2016 22:00 - 23:00,3.240,0.000,3.240,5.10,4.56,
ke 12.10.2016 23:00 - 00:00,4.278,0.000,4.278,5.00,4.31,
to 13.10.2016 00:00 - 01:00,3.772,0.000,3.772,4.50,3.98,
to 13.10.2016 01:00 - 02:00,3.683,0.000,3.683,4.70,3.72,
to 13.10.2016 02:00 - 03:00,0.658,0.000,0.658,4.60,3.62,
to 13.10.2016 03:00 - 04:00,0.615,0.000,0.615,2.60,3.57,
to 13.10.2016 04:00 - 05:00,0.620,0.000,0.620,2.90,3.58,
to 13.10.2016 05:00 - 06:00,0.693,0.000,0.693,2.80,3.64,
to 13.10.2016 06:00 - 07:00,1.359,0.000,1.359,2.30,4.27,
to 13.10.2016 07:00 - 08:00,1.776,1.776,0.000,2.30,4.96,
to 13.10.2016 08:00 - 09:00,0.830,0.830,0.000,2.80,6.82,
to 13.10.2016 09:00 - 10:00,0.597,0.597,0.000,2.20,7.03,
to 13.10.2016 10:00 - 11:00,0.610,0.610,0.000,2.70,6.94,
to 13.10.2016 11:00 - 12:00,0.676,0.676,0.000,3.70,6.82,
to 13.10.2016 12:00 - 13:00,0.736,0.736,0.000,6.30,6.78,
to 13.10.2016 13:00 - 14:00,1.388,1.388,0.000,8.50,6.58,
to 13.10.2016 14:00 - 15:00,1.578,1.578,0.000,8.30,6.78,
to 13.10.2016 15:00 - 16:00,0.434,0.434,0.000,8.20,5.65,
to 13.10.2016 16:00 - 17:00,1.229,1.229,0.000,8.20,5.15,
to 13.10.2016 17:00 - 18:00,0.648,0.648,0.000,8.20,4.95,
to 13.10.2016 18:00 - 19:00,0.656,0.656,0.000,7.70,5.57,
to 13.10.2016 19:00 - 20:00,0.922,0.922,0.000,5.70,6.36,
to 13.10.2016 20:00 - 21:00,1.337,1.337,0.000,3.00,6.29,
to 13.10.2016 21:00 - 22:00,1.725,1.725,0.000,2.20,4.92,
to 13.10.2016 22:00 - 23:00,2.979,0.000,2.979,1.20,4.42,
to 13.10.2016 23:00 - 00:00,3.798,0.000,3.798,1.00,4.08,
pe 14.10.2016 00:00 - 01:00,3.633,0.000,3.633,0.20,3.73,
pe 14.10.2016 01:00 - 02:00,1.111,0.000,1.111,0.70,3.80,
pe 14.10.2016 02:00 - 03:00,0.518,0.000,0.518,1.80,3.65,
pe 14.10.2016 03:00 - 04:00,1.144,0.000,1.144,2.30,3.59,
pe 14.10.2016 04:00 - 05:00,1.434,0.000,1.434,2.80,3.61,
pe 14.10.2016 05:00 - 06:00,0.855,0.000,0.855,3.20,3.80,
pe 14.10.2016 06:00 - 07:00,2.125,0.000,2.125,3.30,4.20,
pe 14.10.2016 07:00 - 08:00,0.508,0.508,0.000,3.10,4.88,
pe 14.10.2016 08:00 - 09:00,0.292,0.292,0.000,3.00,5.41,
pe 14.10.2016 09:00 - 10:00,0.275,0.275,0.000,2.90,5.75,
pe 14.10.2016 10:00 - 11:00,1.170,1.170,0.000,3.50,5.69,
pe 14.10.2016 11:00 - 12:00,1.211,1.211,0.000,3.80,5.02,
pe 14.10.2016 12:00 - 13:00,0.394,0.394,0.000,4.80,4.85,
pe 14.10.2016 13:00 - 14:00,0.352,0.352,0.000,5.00,4.71,
pe 14.10.2016 14:00 - 15:00,0.343,0.343,0.000,4.90,4.56,
pe 14.10.2016 15:00 - 16:00,0.470,0.470,0.000,5.60,4.51,
pe 14.10.2016 16:00 - 17:00,1.596,1.596,0.000,5.70,4.40,
pe 14.10.2016 17:00 - 18:00,1.892,1.892,0.000,5.50,4.29,
pe 14.10.2016 18:00 - 19:00,1.768,1.768,0.000,5.00,4.53,
pe 14.10.2016 19:00 - 20:00,1.743,1.743,0.000,4.70,5.08,
pe 14.10.2016 20:00 - 21:00,0.784,0.784,0.000,4.70,4.66,
pe 14.10.2016 21:00 - 22:00,0.773,0.773,0.000,4.30,4.12,
pe 14.10.2016 22:00 - 23:00,1.630,0.000,1.630,4.10,3.82,
pe 14.10.2016 23:00 - 00:00,3.726,0.000,3.726,3.90,3.64,
la 15.10.2016 00:00 - 01:00,4.536,0.000,4.536,3.20,3.54,
la 15.10.2016 01:00 - 02:00,2.835,0.000,2.835,3.40,3.51,
la 15.10.2016 02:00 - 03:00,0.612,0.000,0.612,3.70,3.44,
la 15.10.2016 03:00 - 04:00,0.653,0.000,0.653,3.90,3.41,
la 15.10.2016 04:00 - 05:00,0.641,0.000,0.641,3.90,3.38,
la 15.10.2016 05:00 - 06:00,0.592,0.000,0.592,3.90,3.37,
la 15.10.2016 06:00 - 07:00,0.617,0.000,0.617,3.80,3.47,
la 15.10.2016 07:00 - 08:00,1.588,1.588,0.000,3.70,3.60,
la 15.10.2016 08:00 - 09:00,1.794,1.794,0.000,3.60,3.69,
la 15.10.2016 09:00 - 10:00,2.552,2.552,0.000,2.70,3.79,
la 15.10.2016 10:00 - 11:00,0.916,0.916,0.000,2.30,3.92,
la 15.10.2016 11:00 - 12:00,0.626,0.626,0.000,2.60,3.95,
la 15.10.2016 12:00 - 13:00,0.621,0.621,0.000,3.00,4.11,
la 15.10.2016 13:00 - 14:00,0.871,0.871,0.000,3.40,3.89,
la 15.10.2016 14:00 - 15:00,1.456,1.456,0.000,3.70,3.89,
la 15.10.2016 15:00 - 16:00,1.935,1.935,0.000,3.80,3.90,
la 15.10.2016 16:00 - 17:00,1.904,1.904,0.000,4.00,3.94,
la 15.10.2016 17:00 - 18:00,2.554,2.554,0.000,4.30,4.01,
la 15.10.2016 18:00 - 19:00,1.489,1.489,0.000,4.10,4.23,
la 15.10.2016 19:00 - 20:00,0.774,0.774,0.000,4.00,4.49,
la 15.10.2016 20:00 - 21:00,0.946,0.946,0.000,3.80,4.36,
la 15.10.2016 21:00 - 22:00,1.580,1.580,0.000,3.50,4.06,
la 15.10.2016 22:00 - 23:00,3.914,0.000,3.914,3.40,3.87,
